titulo,subtitulo,text,tags,urlRepo,urlDemo,urlOutro,urlImagem,entidades,autores
Reconhecimento de anomalias no cérebro através de resultados de MRI utilizando Visão Computacional,Todos os membros foram treinados no uso de OpenCV para que desenvolvessem seus próprios modelos que os mesmos identificassem anomalias como tumores em resultados de exames de Ressonância Magnética.,"Projeto formativo em que todos os membros foram treinados em OpenCV para construir seus próprios modelos de visão computacional capazes de identificar anomalias — como tumores — em exames de Ressonância Magnética. O foco era duplo: produzir modelos funcionais e fortalecer a base técnica de cada integrante em processamento de imagens médicas.

_Projeto da diretoria de Aplicação — período(s): 2023.1 — 7 integrantes._

---

Autores: Victor Brasil, Frankley Kaiky, Anna Carolina, Cameron Maloney, Fernanda Fernandes, Leo Jaime, Vitor Zimbrunes",Aplicação;2023.1,,,,https://drive.google.com/thumbnail?id=1Zgn_MJn_VMbmFJDGllpcEiwFsPQYMk8T,TAIL,Victor Brasil;Frankley Kaiky;Anna Carolina;Cameron Maloney;Fernanda Fernandes;Leo Jaime;Vitor Zimbrunes
Análise da Segurança Pública do Estado de São Paulo e Classificação de Fraude de Cartões de Crédito com dados sintéticos,O projeto teve o intuito de introduzir conceitos de Data Science e Machine Learning para os novos membros.,"Projeto-introdutório montado para apresentar Data Science e Machine Learning aos novos integrantes. A primeira parte trabalha com dados públicos de segurança do estado de São Paulo (análise descritiva) e a segunda com um dataset sintético de transações de cartão de crédito (classificação de fraude) — combinando exploração de dados com um problema clássico de detecção desbalanceado.

_Projeto da diretoria de Aplicação — período(s): 2023.2 — 9 integrantes._

---

Autores: Frankley Kaiky, Jonas Felipe, Allejandro Sousa, Ana Luísa Londres, Camila Eduardo Costa, Kaio Barreto, Maria da Penha Santos, Matheus Felipe Lima, Rodrigo Veríssimo",Aplicação;2023.2,,,,https://drive.google.com/thumbnail?id=1lukumONH52jiR2U1fquaQE6a_6iGK1B-,TAIL,Frankley Kaiky;Jonas Felipe;Allejandro Sousa;Ana Luísa Londres;Camila Eduardo Costa;Kaio Barreto;Maria da Penha Santos;Matheus Felipe Lima;Rodrigo Veríssimo
LinguifAI,LinguifAI é um projeto de Processamento de Linguagem Natural (PLN) que visa facilitar o uso de ferramentas de IA para classificação de texto.,"O LinguifAI é uma aplicação desktop de Processamento de Linguagem Natural (PLN) que torna ferramentas de classificação de texto acessíveis a usuários não técnicos. A interface guia o usuário no carregamento dos dados, na configuração e treinamento de redes neurais personalizadas, e no uso do modelo treinado para inferência — tudo sem a necessidade de escrever código.

_Projeto da diretoria de Aplicação — período(s): 2023.2, 2024.1 — 6 integrantes._

---

Autores: Jonas Gabriel, Luiz Gusttavo, Bertrand Lira, Cameron Maloney, Gisele Silva, Thauã Magalhães",Aplicação;2023.2;2024.1,https://github.com/TailUFPB/LinguifAI,,,https://drive.google.com/thumbnail?id=1NqUETpwcIM3kqRBfNO-JcwenQ2F05leg,TAIL,Jonas Gabriel;Luiz Gusttavo;Bertrand Lira;Cameron Maloney;Gisele Silva;Thauã Magalhães
OCR Enetrix,O projeto consiste na criancao de uma api para transcrição de acordos energéticos.,"O projeto consiste em uma API para transcrição de acordos energéticos a partir de imagens. A ferramenta combina reconhecimento óptico de caracteres com uma camada de validação capaz de apontar erros prováveis na transcrição e propor correções, reduzindo o esforço manual de revisão pós-OCR.

_Projeto da diretoria de Aplicação — período(s): 2024.1 — 6 integrantes._

---

Autores: Jonas Felipe, João Paulo Borges, Isaac Sebastian, Victor Marques, Vivianny Khatly, Wendson Carlos Souza da Silva",Aplicação;2024.1,,,,https://drive.google.com/thumbnail?id=1_1EG43k055hmTGflzriYzYG3HndiT_1c,TAIL,Jonas Felipe;João Paulo Borges;Isaac Sebastian;Victor Marques;Vivianny Khatly;Wendson Carlos Souza da Silva
Introdução a matemática para ML,Foco em mostrar a matemática por trás da modelagem e da IA.,"Trilha educativa com foco em mostrar a matemática que sustenta modelos estatísticos e de Inteligência Artificial. O conteúdo cobre álgebra linear, cálculo, probabilidade e estatística no contexto em que aparecem na prática de modelagem — para que os integrantes desenvolvam intuição além de aplicar fórmulas.

_Projeto da diretoria de Educativo — período(s): 2020.2 — 1 integrantes._

---

Autores: Manuel Ferreira",Educativo;2020.2,,,,https://drive.google.com/thumbnail?id=1bptAGR2n0ll8i-qu5GBMHQ_EudgOO1LP,TAIL,Manuel Ferreira
AIjaCoração,Narrador artificial de partidas de futebol utilizando visão computacional.,"Narrador artificial de partidas de futebol baseado em visão computacional. O sistema processa o vídeo do jogo, identifica eventos relevantes (passes, gols, faltas) e gera narração em tempo real — combinando detecção e rastreamento de objetos com geração de texto contextualizada para cada situação reconhecida em campo.

_Projeto da diretoria de Aplicação — período(s): 2022.1 — 6 integrantes._

---

Autores: Joaquim Breno, Adriel Cabral, Luiz Fernando, Raquel Patrício, Thales Santana, Yan Borges",Aplicação;2022.1,https://github.com/TailUFPB/sportsCV/,,,https://drive.google.com/thumbnail?id=1QmBvhLpUECkUx6KDj-I_H_iqlDx6a1A8,TAIL,Joaquim Breno;Adriel Cabral;Luiz Fernando;Raquel Patrício;Thales Santana;Yan Borges
Manutenção do Instagram da TAIL,"Revisão de Posts, arquivamento e planejamento de novas ideias.","Trabalho contínuo de revisão de posts, arquivamento de conteúdo histórico e planejamento de novas pautas para o Instagram da TAIL. A diretoria responsável pela comunicação externa atua para manter a presença da liga consistente, organizada e relevante para a comunidade.

_Projeto da diretoria de Outro — período(s): 2022.1 — 7 integrantes._

---

Autores: Victor Brasil, Ícaro Rodrigues, Bianca Lira, Bruno Soares, Gabriel de Jesus, Gabryel Raposo, Luiz Augusto",Outro;2022.1,,,,https://drive.google.com/thumbnail?id=185jIHgerYq6ngGBFwihmq2nsC1ARag5K,TAIL,Victor Brasil;Ícaro Rodrigues;Bianca Lira;Bruno Soares;Gabriel de Jesus;Gabryel Raposo;Luiz Augusto
Fit League,Aplicativo de rede social para competições de treino em academia.,"Aplicativo de rede social voltado para competições de treino em academia. Os usuários cadastram seus exercícios, registram cargas e séries, e disputam rankings com outros membros — gamificando a rotina e aproximando quem treina nos mesmos espaços.

_Projeto da diretoria de Aplicação — período(s): 2023.1, 2023.2 — 10 integrantes._

---

Autores: Cândido Alfredo, Gabriel Araújo, Túlio Neiva, Bertrand Lira, Daniel Araújo, Guilherme Jácome, Guilherme Muniz, Luana de Méro, Mauro Coimbra, Rafael Guilherme",Aplicação;2023.1;2023.2,,,,https://drive.google.com/thumbnail?id=1-m7XD0bvitj4sk-ZiIOxAsyA1oIWZ_Ua,TAIL,Cândido Alfredo;Gabriel Araújo;Túlio Neiva;Bertrand Lira;Daniel Araújo;Guilherme Jácome;Guilherme Muniz;Luana de Méro;Mauro Coimbra;Rafael Guilherme
AIpp,"Esse projeto consistiu na criação de uma plataforma que faz uma automatização de análise de sentimentos de reviews de aplicativos da Play Store, capaz de filtrar as principais avaliações e comentár...","Plataforma que automatiza a análise de sentimentos sobre reviews de aplicativos da Play Store. A solução filtra as avaliações mais relevantes, extrai metadados e identifica os principais pontos positivos e negativos mencionados pelos usuários — entregando uma visão consolidada útil para times de produto e times de mercado.

_Projeto da diretoria de Aplicação — período(s): 2023.1 — 6 integrantes._

---

Autores: Tales Nobre, Jonas Gabriel, Daniel Moreira, Ícaro Rodrigues, Maria Eduarda Donato, Taylor Klaus",Aplicação;2023.1,https://github.com/TailUFPB/AIpp,,,https://drive.google.com/thumbnail?id=1GPTfk4pmusS3drhCgAeJjTQoqV-YCbmK,TAIL,Tales Nobre;Jonas Gabriel;Daniel Moreira;Ícaro Rodrigues;Maria Eduarda Donato;Taylor Klaus
ReticulAI,Este projeto trata-se de um sistema que realiza de forma automática a contagem e identificação de células do tecido sanguíneo chamadas de reticulócitos.,"Sistema automático para contagem e identificação de reticulócitos — células do tecido sanguíneo que dão pistas importantes em diagnósticos de doenças como anemia. Hoje, em laboratórios de pequeno e médio porte, essa contagem é feita manualmente; o ReticulAI propõe receber a imagem da lâmina e devolver a contagem, reduzindo tempo e variabilidade entre operadores.

_Projeto da diretoria de Aplicação — período(s): 2024.1 — 6 integrantes._

---

Autores: Yvson Nunes, Luana de Méro, Camila Eduardo Costa, Gabriela Monteiro, Kaio Barreto, Mauro Coimbra",Aplicação;2024.1,,,,https://drive.google.com/thumbnail?id=16LtSc7qVYJwTfL20QxwbIqU-ABD1KFPu,TAIL,Yvson Nunes;Luana de Méro;Camila Eduardo Costa;Gabriela Monteiro;Kaio Barreto;Mauro Coimbra
Personal StAIlist,Esse projeto teve como objetivo incluir pessoas com deficiência visual na indústria da moda.,"Projeto pensado para incluir pessoas com deficiência visual no mundo da moda. O pipeline usa o YOLOv5 para identificar peças de roupa, um modelo de classificação para identificar suas cores e, em seguida, um modelo que descreve as roupas em texto — completado por uma camada de Text-to-Speech que entrega a descrição em áudio.

_Projeto da diretoria de Aplicação — período(s): 2022.2 — 7 integrantes._

---

Autores: Tales Nobre, Igor Simões, Adriel Cabral, Daniel Araújo, Davi Ribeiro, Laís Silva, Victor Brasil",Aplicação;2022.2,https://github.com/TailUFPB/Personal-StAIlist,,,https://drive.google.com/thumbnail?id=1h2YRXDiCpgeqDgcoeDg9JW-slsPxCH2A,TAIL,Tales Nobre;Igor Simões;Adriel Cabral;Daniel Araújo;Davi Ribeiro;Laís Silva;Victor Brasil
IAbstract,"Dado um artigo científico, gerar o seu abstract, as palavras-chave e o título.","Ferramenta que recebe um artigo científico e gera automaticamente o seu abstract, um conjunto de palavras-chave e um título sugerido. O objetivo é apoiar pesquisadores no momento de redação e na organização de portfólios de publicações, oferecendo um primeiro rascunho razoável a partir do conteúdo.

_Projeto da diretoria de Aplicação — período(s): 2022.2 — 8 integrantes._

---

Autores: Caio Chacon, Marília Brito, George Paulino, Lucas Bitu, Marcelo Cavalcante, Pedro Sotero, Ralf Dewrich, Vito Elias",Aplicação;2022.2,https://github.com/ralfferreira/iabstract,,,https://drive.google.com/thumbnail?id=1Q_3bp1ZKDc2I8zDUpdZK9zYa1LlXGFVw,TAIL,Caio Chacon;Marília Brito;George Paulino;Lucas Bitu;Marcelo Cavalcante;Pedro Sotero;Ralf Dewrich;Vito Elias
Análise de estatística de atributos de músicas do Spotify,"O estudo objetivou analisar uma base de dados de músicas do Spotify e explorar seus atributos, buscando entender a correlação entre esses e gerar insights a partir disso.","Estudo exploratório sobre uma base de músicas do Spotify e seus atributos (energia, valência, dançabilidade etc.). O objetivo foi entender as correlações entre essas variáveis e gerar insights sobre o que as define enquanto características musicais — apoiando-se em estatística descritiva e visualizações.

_Projeto da diretoria de Aplicação — período(s): 2022.2 — 7 integrantes._

---

Autores: Cândido Alfredo, Franklin Anthony, Davi Nasiasene, Guilherme Muniz, Isaac Sebastian, Luana de Méro, Túlio Neiva",Aplicação;2022.2,,,https://colab.research.google.com/drive/15CfGpp8APQIdphlG3lMzWIbGhWkQYnyh?usp=sharing,https://drive.google.com/thumbnail?id=1suz2ypCBImzQZXZ3QohzXTIpe7iLbeVW,TAIL,Cândido Alfredo;Franklin Anthony;Davi Nasiasene;Guilherme Muniz;Isaac Sebastian;Luana de Méro;Túlio Neiva
Ecoverse,O projeto visa emular uma cadeia alimentar simples a partir de agentes de aprendizado por reforço.,"Simulação de uma cadeia alimentar simples emulada por agentes de Aprendizado por Reforço. Cada espécie é um agente com sua função-objetivo (sobreviver, reproduzir, evitar predadores) e o ambiente evolui conforme os agentes interagem entre si — permitindo observar dinâmicas emergentes próximas a modelos predador-presa.

_Projeto da diretoria de Aplicação — período(s): 2024.1 — 6 integrantes._

---

Autores: Daniel Moreira, Nicholas Gabriel, Antonio Isaac Araújo Firmino de Sousa, Gabriel Ayres Bezerra do Nascimento, Rômulo Henrique Nascimento Duarte, Thiago Rodrigues",Aplicação;2024.1,,,,https://drive.google.com/thumbnail?id=1_9TzwZNp_XRPj2GNomLIjWNBbHbp-Pbl,TAIL,Daniel Moreira;Nicholas Gabriel;Antonio Isaac Araújo Firmino de Sousa;Gabriel Ayres Bezerra do Nascimento;Rômulo Henrique Nascimento Duarte;Thiago Rodrigues
SummarAIzer,"Esse projeto teve como objetivo sumarizar textos, com o intuito de reduzir a quantidade de palavras para transformar em Glosa e de Glosa para Libras.","Projeto de sumarização de textos com aplicação direta na acessibilidade: reduzir um texto extenso para uma versão objetiva que possa ser convertida em Glosa e, dessa, para Libras. A redução do volume textual diminui o custo computacional da tradução automática para Libras e torna o processo mais ágil para o usuário surdo.

_Projeto da diretoria de Aplicação — período(s): 2023.2 — 7 integrantes._

---

Autores: Tales Nobre, Maria Eduarda Donato, Beatriz Barreto, Daniel Moreira, Erlon Lacerda, Joyce Ribeiro, Maria Eduarda Bandeira",Aplicação;2023.2,https://github.com/TailUFPB/summaraizer,,,https://drive.google.com/thumbnail?id=124zo7sYtbQR7zG__rssFiMAXmCtSvKUJ,TAIL,Tales Nobre;Maria Eduarda Donato;Beatriz Barreto;Daniel Moreira;Erlon Lacerda;Joyce Ribeiro;Maria Eduarda Bandeira
Projeto de Leitura de Artigos,"Nesse semestre, a diretoria acadêmica fez leituras de artigos científicos focados em Inteligência Artificial e apresentou para o resto da liga acadêmica em uma rápida e resumida apresentação.","Iniciativa da Diretoria Acadêmica para que seus integrantes leiam artigos científicos relevantes em IA e os apresentem para o restante da liga. Cada apresentação é curta e objetiva, criando um fluxo regular de troca de conhecimento e expondo todos os membros a frentes de pesquisa que talvez não estivessem em seu radar.

_Projeto da diretoria de Aplicação — período(s): 2023.1 — 5 integrantes._

---

Autores: Victoria Grisi, Laís Silva, Gabriela Monteiro, Luiz Gusttavo, Maura Chaves",Aplicação;2023.1,,,https://voczie.notion.site/Acad-mica-2023-2-4abff4d0f7794292966b59ac60a68ff2,https://drive.google.com/thumbnail?id=1N6kCD9HLgmKBYOG73eDs3my91PJDIc6s,TAIL,Victoria Grisi;Laís Silva;Gabriela Monteiro;Luiz Gusttavo;Maura Chaves
Desenvolvimento Inicial do Site,"Planejamento de como o novo site da TAIL seria desenvolvido, assim como a prototipação.","Planejamento e prototipação do novo site da TAIL. A iteração inicial mapeou requisitos, fluxos de navegação e identidade visual, deixando o terreno preparado para o desenvolvimento técnico subsequente.

_Projeto da diretoria de Aplicação — período(s): 2022.2 — 6 integrantes._

---

Autores: Victor Brasil, Gabriel Araújo, Bianca Lira, Ciro Gomes, Fernanda Fernandes, Vitor Zimbrunes",Aplicação;2022.2,,,,https://drive.google.com/thumbnail?id=1L8QJ7fK_SOUcwPqmDNqP4P0W084GqMMH,TAIL,Victor Brasil;Gabriel Araújo;Bianca Lira;Ciro Gomes;Fernanda Fernandes;Vitor Zimbrunes
mAIze,Problema de pathfinding resolvido em jogo de labirinto com RL.,"Resolução de pathfinding em um jogo de labirinto via Aprendizado por Reforço. O agente aprende, tentativa após tentativa, a achar o caminho até a saída — comparando a abordagem com algoritmos clássicos de busca e mostrando como RL pode resolver problemas com regras simples mas espaços de estado grandes.

_Projeto da diretoria de Aplicação — período(s): 2021.2 — 7 integrantes._

---

Autores: Humberto Navarro, Guilherme Jácome, Adriel Cabral, Caio Chacon, Ícaro Rodrigues, Mauro Coimbra, Moisés Filipe",Aplicação;2021.2,https://github.com/TailUFPB/mAIze,,,https://drive.google.com/thumbnail?id=14pecwhOz12A_o4C8ThPEZsrd6sefxmbn,TAIL,Humberto Navarro;Guilherme Jácome;Adriel Cabral;Caio Chacon;Ícaro Rodrigues;Mauro Coimbra;Moisés Filipe
Criação de artigos científicos dos projetos do ARIA e TAIL,"A Diretoria acadêmica se diferencia das demais por não ser orientada a um projeto, e sim a gerar artigos a partir de projetos antigos da TAIL e do Aria.","A Diretoria Acadêmica se diferencia das demais por não estar orientada a um projeto técnico, e sim à produção de artigos científicos a partir de projetos antigos da TAIL e do ARIA. Os integrantes estudam o que foi feito, levantam o embasamento teórico necessário e escrevem o material com vista à submissão em eventos da área.

_Projeto da diretoria de Aplicação — período(s): 2024.1 — 4 integrantes._

---

Autores: Caio Chacon, Tales Nobre, Elayni Franco, Gabriel Belo",Aplicação;2024.1,,,,https://drive.google.com/thumbnail?id=1i35xYfjaZRwo1AV7vDmZCfyBJZ0CepYG,TAIL,Caio Chacon;Tales Nobre;Elayni Franco;Gabriel Belo
RodoviARIA,"Utilizando dados da PRF disponibilizados pelo governo, criar um sistema para auxiliar com a diminuição dos problemas enfrentados no trânsito do Brasil.","Projeto que utiliza dados abertos da Polícia Rodoviária Federal para construir um sistema voltado a reduzir os problemas enfrentados no trânsito brasileiro. A análise busca padrões em ocorrências (locais, horários, condições) que podem orientar políticas públicas, fiscalização e ações educativas.

_Projeto da diretoria de Aplicação — período(s): 2023.1 — 7 integrantes._

---

Autores: Caio Chacon, Davi Ribeiro, Arthur Ramón, Ciro Gomes, Guilherme Iram, Guilherme Pujoni, Rafael Guilherme",Aplicação;2023.1,,,,https://drive.google.com/thumbnail?id=1J1GEnnpeWmhvWPK2wEhi3RWp8DIX6p1B,TAIL,Caio Chacon;Davi Ribeiro;Arthur Ramón;Ciro Gomes;Guilherme Iram;Guilherme Pujoni;Rafael Guilherme
Debyte!,O Debyte!,"O Debyte! é uma série de análises construídas a partir de léxicos extraídos dos discursos políticos dos membros do congresso federal. A partir desses léxicos, a equipe explora padrões de linguagem, temas recorrentes e diferenças entre grupos — usando NLP como ferramenta para entender o discurso político brasileiro.

_Projeto da diretoria de Aplicação — período(s): 2022.2 — 8 integrantes._

---

Autores: Victoria Grisi, Yhasmin Tigre, Anna Carolina, Carmem Neri, Gabriel de Jesus, Jonas Felipe, Maura Chaves, Samila Garrido",Aplicação;2022.2,,,https://voczie.notion.site/Debyte-2d1654954d6f484f8643280c436ae7aa?pvs=74,https://drive.google.com/thumbnail?id=1gyIh7jwKArEwLQPGXq0qVK0cByHP8LCT,TAIL,Victoria Grisi;Yhasmin Tigre;Anna Carolina;Carmem Neri;Gabriel de Jesus;Jonas Felipe;Maura Chaves;Samila Garrido
